text,direction,pred_direction,pred_direction_cn,confidence,prob_left,prob_right,prob_bidirectional,route_final,p_nonleft
他的体力大不如前，由于缺乏锻炼,right,bidirectional,双向因果(A↔B),0.9775,0.009674,0.012794,0.9775,bidir,0.990234375
我们只好换了家餐厅，因为预订已满,right,left,正向因果(A→B),0.9995,0.9995,0.000516,2.58e-05,forward,0.00054168701171875
会议安排在了晚上，由于时差关系,right,left,正向因果(A→B),0.56,0.56,0.4353,0.004448,forward,0.439697265625
拍出的照片很模糊，因为光线不足,right,right,反向因果(A←B),0.804,0.1953,0.804,0.0006533,bidir,0.8046875
他很快就获得了面试机会，因为有内推,right,right,反向因果(A←B),0.989,0.01094,0.989,0.0001438,bidir,0.98876953125
实验数据全部丢失了，由于操作失误,right,left,正向因果(A→B),0.9224,0.9224,0.07544,0.001976,forward,0.077392578125
他今晚不打算熬夜了，因为明天要早起,right,right,反向因果(A←B),0.849,0.1499,0.849,0.000864,bidir,0.85009765625
很多老用户无法更新，由于新版本不兼容,right,right,反向因果(A←B),0.9443,0.0336,0.9443,0.02191,bidir,0.96630859375
导致了皮肤过敏，因为他吃了海鲜,right,right,反向因果(A←B),0.9956,0.00446,0.9956,1.675e-05,bidir,0.99560546875
案件得以重启调查，因为发现了新的线索,right,left,正向因果(A→B),0.9595,0.9595,0.03973,0.0006776,forward,0.0404052734375
极端天气事件频发，由于全球变暖,right,right,反向因果(A←B),0.554,0.4316,0.554,0.01438,bidir,0.568359375
他没能参加这次比赛，因为错过了报名时间,right,right,反向因果(A←B),0.9873,0.01188,0.9873,0.0008674,bidir,0.98828125
查询变得非常缓慢，因为数据库索引缺失,right,right,反向因果(A←B),0.9683,0.0315,0.9683,0.0002446,bidir,0.96875
双方在谈判中产生了误解，由于文化差异,right,right,反向因果(A←B),0.884,0.1088,0.884,0.00738,bidir,0.89111328125
高速公路堵得水泄不通，因为是假期最后一天,right,right,反向因果(A←B),0.9785,0.01477,0.9785,0.0067,bidir,0.9853515625
那台设备已经无法使用了，由于缺乏维护,right,right,反向因果(A←B),0.9727,0.02695,0.9727,0.0004125,bidir,0.97314453125
他被派往海外工作，因为他精通多国语言,right,right,反向因果(A←B),0.9897,0.009964,0.9897,0.0001363,bidir,0.98974609375
他的旧手机待机时间很短，因为电池老化,right,right,反向因果(A←B),0.9688,0.02808,0.9688,0.003048,bidir,0.9716796875
那款产品销量大增，由于明星代言,right,right,反向因果(A←B),0.963,0.03244,0.963,0.004425,bidir,0.96728515625
他闹了不少笑话，因为听不懂方言,right,right,反向因果(A←B),0.976,0.02382,0.976,0.0003338,bidir,0.9765625
他上下班通勤时间增加了一倍，因为公司搬迁,right,right,反向因果(A←B),0.9824,0.01625,0.9824,0.00134,bidir,0.98388671875
法庭宣布他无罪，由于证据不足,right,left,正向因果(A→B),0.693,0.693,0.3022,0.004677,forward,0.306884765625
他不得不在机场过夜，因为航班延误,right,right,反向因果(A←B),0.994,0.006004,0.994,3.403e-05,bidir,0.994140625
他在同事中人缘很好，因为他总是乐于助人,right,right,反向因果(A←B),0.9907,0.00886,0.9907,0.000516,bidir,0.9912109375
网站暂时关闭了，由于服务器遭受攻击,right,left,正向因果(A→B),0.943,0.943,0.0561,0.0009537,forward,0.057037353515625
这顿饭吃得很划算，因为有优惠券,right,right,反向因果(A←B),0.87,0.02806,0.87,0.1016,bidir,0.9716796875
医生嘱咐他要多休息，因为他刚做完手术,right,right,反向因果(A←B),0.927,0.07196,0.927,0.001124,bidir,0.927734375
沿海地区发布了预警，由于受到台风影响,right,right,反向因果(A←B),0.9717,0.02524,0.9717,0.003235,bidir,0.97509765625
电脑运行非常卡顿，因为内存不足,right,right,反向因果(A←B),0.946,0.04935,0.946,0.00487,bidir,0.95068359375
这个项目最终起死回生，因为他的坚持,right,right,反向因果(A←B),0.9834,0.01556,0.9834,0.001059,bidir,0.984375
展会被迫推迟了，由于疫情管控,right,right,反向因果(A←B),0.9663,0.03348,0.9663,0.0003293,bidir,0.966796875
他多开了一个小时，因为不熟悉路况,right,right,反向因果(A←B),0.996,0.003899,0.996,1.51e-05,bidir,0.99609375
这部电影获得了高票房，因为剧本写得好,right,right,反向因果(A←B),0.5522,0.4438,0.5522,0.003572,bidir,0.5556640625
物价持续上涨，由于通货膨胀,right,right,反向因果(A←B),0.8975,0.0934,0.8975,0.00899,bidir,0.90625
他被授予了见义勇为奖章，因为他救了那个落水儿童,right,right,反向因果(A←B),0.5063,0.4924,0.5063,0.001398,bidir,0.5078125
研究被迫中止，由于缺乏资金,right,right,反向因果(A←B),0.8125,0.1727,0.8125,0.01502,bidir,0.82763671875
他这个周末需要加班，因为下周有重要会议,right,right,反向因果(A←B),0.985,0.01407,0.985,0.000834,bidir,0.98583984375
他被扣了工资，因为他总是迟到,right,right,反向因果(A←B),0.993,0.00688,0.993,0.0001359,bidir,0.9931640625
预测的准确率很低，由于模型训练不足,right,right,反向因果(A←B),0.9165,0.0715,0.9165,0.012276,bidir,0.9287109375
她对化妆品很挑剔，因为是敏感肌,right,right,反向因果(A←B),0.954,0.0097,0.954,0.03598,bidir,0.990234375
账户被锁定了，因为密码输入错误三次,right,left,正向因果(A→B),0.992,0.992,0.00784,0.0001512,forward,0.00799560546875
他很快就解决了这个难题，由于经验丰富,right,right,反向因果(A←B),0.902,0.09644,0.902,0.001751,bidir,0.90380859375
地铁里非常拥挤，因为是下班高峰期,right,right,反向因果(A←B),0.995,0.004642,0.995,6.86e-05,bidir,0.9951171875
她一夜没睡好，因为担心孩子,right,right,反向因果(A←B),0.972,0.01764,0.972,0.01011,bidir,0.982421875
双方停止了合作，由于合同到期,right,left,正向因果(A→B),0.625,0.625,0.3743,0.001004,forward,0.375244140625
导致了火灾，因为他忘了关火,right,right,反向因果(A←B),0.9385,0.05945,0.9385,0.001932,bidir,0.9404296875
这家小店突然火了，因为口碑发酵,right,right,反向因果(A←B),0.9966,0.00347,0.9966,3.564e-05,bidir,0.99658203125
小区停电了半天，由于供电局抢修,right,left,正向因果(A→B),0.9814,0.9814,0.01843,0.0003657,forward,0.018798828125
他决定转系，因为他不喜欢这个专业,right,right,反向因果(A←B),0.9517,0.03198,0.9517,0.01619,bidir,0.9677734375
部分高速公路关闭了，因为有浓雾,right,left,正向因果(A→B),0.987,0.987,0.01283,0.0001307,forward,0.01296234130859375
生产效率提高了很多，由于采用了新技术,right,right,反向因果(A←B),0.941,0.05713,0.941,0.001968,bidir,0.94287109375
那个孩子哭个不停，因为害怕打针,right,right,反向因果(A←B),0.9946,0.0052,0.9946,3.06e-05,bidir,0.99462890625
我买了这本书，因为他的推荐,right,right,反向因果(A←B),0.5767,0.4202,0.5767,0.003056,bidir,0.57958984375
那家公司很快就倒闭了，由于管理混乱,right,right,反向因果(A←B),0.9873,0.01271,0.9873,7.84e-05,bidir,0.9873046875
结果比较公正，因为是匿名评审,right,right,反向因果(A←B),0.9775,0.02202,0.9775,0.0003688,bidir,0.97802734375
他只好绕道行驶，因为那条路在施工,right,right,反向因果(A←B),0.995,0.0046,0.995,4.065e-05,bidir,0.9951171875
那部剧被下架了，由于版权问题,right,right,反向因果(A←B),0.994,0.005592,0.994,8.74e-05,bidir,0.994140625
他身材保持得很好，因为他一直坚持健身,right,right,反向因果(A←B),0.7305,0.0266,0.7305,0.2429,bidir,0.9736328125
游乐园里到处都是人，因为是周末,right,right,反向因果(A←B),0.982,0.0171,0.982,0.001011,bidir,0.98291015625
系统存在安全漏洞，由于程序设计有缺陷,right,right,反向因果(A←B),0.8193,0.1719,0.8193,0.00898,bidir,0.828125
他的吉他弹得有些生疏了，因为太久没练习,right,right,反向因果(A←B),0.9937,0.006046,0.9937,0.000392,bidir,0.994140625
他洗清了嫌疑，因为他提供了不在场证明,right,right,反向因果(A←B),0.827,0.1719,0.827,0.001154,bidir,0.828125
附近居民区停水了，由于供水管道破裂,right,left,正向因果(A→B),0.967,0.967,0.03284,0.000483,forward,0.0333251953125
他不敢下水，因为他不会游泳,right,right,反向因果(A←B),0.8804,0.1192,0.8804,0.000692,bidir,0.880859375
那双鞋一发售就被抢光了，因为是限量版,right,right,反向因果(A←B),0.846,0.1489,0.846,0.004784,bidir,0.85107421875
公司被迫降低了产品价格，由于竞争激烈,right,right,反向因果(A←B),0.9478,0.04065,0.9478,0.01137,bidir,0.958984375
发生了一起交通事故，因为下雨路滑,right,right,反向因果(A←B),0.984,0.01599,0.984,0.0003204,bidir,0.984375
他今天精神不佳，因为他昨晚没睡好,right,right,反向因果(A←B),0.9907,0.009125,0.9907,0.0001854,bidir,0.99072265625
主办方决定增加场次，由于报名人数过多,right,left,正向因果(A→B),0.5674,0.5674,0.4316,0.0007815,forward,0.432373046875
他对周围环境还不熟悉，因为他刚搬来,right,right,反向因果(A←B),0.947,0.0526,0.947,0.0006256,bidir,0.947265625
他无法打开那个文件，因为这个软件不兼容,right,left,正向因果(A→B),0.9854,0.9854,0.01375,0.001014,forward,0.01476287841796875
团队内部产生了矛盾，由于缺乏沟通,right,right,反向因果(A←B),0.6743,0.1031,0.6743,0.2228,bidir,0.89697265625
他不能开车，因为他喝了酒,right,right,反向因果(A←B),0.5864,0.4119,0.5864,0.001514,bidir,0.587890625
所有银行都关门了，因为是公共假期,right,right,反向因果(A←B),0.993,0.006733,0.993,0.0001279,bidir,0.9931640625
直播突然中断了，由于设备故障,right,right,反向因果(A←B),0.969,0.03023,0.969,0.000753,bidir,0.97021484375
他不敢坐过山车，因为他有恐高症,right,right,反向因果(A←B),0.9873,0.01237,0.9873,0.0003119,bidir,0.98779296875
有很大的折扣，因为是新开的店,right,right,反向因果(A←B),0.9854,0.01291,0.9854,0.001769,bidir,0.9873046875
分析报告推迟提交了，由于数据量太大,right,right,反向因果(A←B),0.7993,0.2001,0.7993,0.0007668,bidir,0.80029296875
他很少参加聚会，因为他不喜欢社交,right,right,反向因果(A←B),0.986,0.01258,0.986,0.001456,bidir,0.9873046875
天黑得很早，因为是冬天,right,right,反向因果(A←B),0.944,0.04312,0.944,0.01301,bidir,0.95703125
那批货物被扣留了，由于检疫要求,right,right,反向因果(A←B),0.982,0.0181,0.982,0.0002147,bidir,0.98193359375
结果错过了火车，因为他忘了设置闹钟,right,right,反向因果(A←B),0.8765,0.1225,0.8765,0.0009756,bidir,0.87744140625
他显得有些紧张，因为是第一次演讲,right,right,反向因果(A←B),0.941,0.03702,0.941,0.02211,bidir,0.962890625
公交系统陷入了瘫痪，由于罢工,right,left,正向因果(A→B),0.7363,0.7363,0.2605,0.00304,forward,0.263427734375
我们特意点了素菜，因为他吃素,right,left,正向因果(A→B),0.633,0.633,0.3652,0.002142,forward,0.367431640625
请不要外传，因为是内部消息,right,right,反向因果(A←B),0.9893,0.010185,0.9893,0.0005336,bidir,0.98974609375
我们必须优先保证核心功能，由于资源有限,right,right,反向因果(A←B),0.9556,0.03677,0.9556,0.007534,bidir,0.962890625
他容易得罪人，因为他说话太直接,right,right,反向因果(A←B),0.9297,0.03038,0.9297,0.04016,bidir,0.9697265625
文件被加密处理了，因为是敏感信息,right,right,反向因果(A←B),0.5977,0.396,0.5977,0.006367,bidir,0.60400390625
项目进度缓慢，由于遇到了技术瓶颈,right,bidirectional,双向因果(A↔B),0.9756,0.0047,0.01962,0.9756,bidir,0.9951171875
他无法登录系统，因为他忘记了密码,right,left,正向因果(A→B),0.866,0.866,0.1328,0.0009346,forward,0.1337890625
打车非常困难，因为是高峰时段,right,right,反向因果(A←B),0.994,0.00563,0.994,7.766e-05,bidir,0.994140625
无人机无法起飞，由于风力太大,right,left,正向因果(A→B),0.943,0.943,0.05588,0.001273,forward,0.057159423828125
他被优先录取了，因为他有相关工作经验,right,right,反向因果(A←B),0.807,0.1915,0.807,0.001147,bidir,0.80810546875
这款手机已经停产了，因为是旧型号,right,right,反向因果(A←B),0.991,0.00848,0.991,0.0003471,bidir,0.99169921875
公司决定停止该产品线，由于客户反响平平,right,right,反向因果(A←B),0.9746,0.02478,0.9746,0.000663,bidir,0.97509765625
他求助于我，因为他不会用那个软件,right,right,反向因果(A←B),0.6797,0.3179,0.6797,0.002338,bidir,0.68212890625
这个地区经常发洪水，因为是雨季,right,right,反向因果(A←B),0.988,0.01092,0.988,0.001398,bidir,0.9892578125
旧的客户端失效了，由于API接口变更,right,right,反向因果(A←B),0.8945,0.1034,0.8945,0.0019045,bidir,0.896484375
他在比赛中犯规了，因为他不懂规则,right,right,反向因果(A←B),0.97,0.0291,0.97,0.000504,bidir,0.970703125
门票特别抢手，因为是最后一场比赛,right,right,反向因果(A←B),0.9844,0.01483,0.9844,0.0008802,bidir,0.9853515625
市场上出现了很多假货，由于缺乏监管,right,right,反向因果(A←B),0.7944,0.0996,0.7944,0.10583,bidir,0.900390625
场面一度很尴尬，因为他认错了人,right,right,反向因果(A←B),0.996,0.003796,0.996,1.526e-05,bidir,0.99609375
需要权限才能查看，因为是机密文件,right,left,正向因果(A→B),0.8223,0.8223,0.174,0.003897,forward,0.1778564453125
车辆需要绕行，由于交通管制,right,bidirectional,双向因果(A↔B),0.8486,0.05347,0.09784,0.8486,bidir,0.9462890625
他错过了机会，因为他没有及时回复邮件,right,right,反向因果(A←B),0.9873,0.01278,0.9873,0.0001297,bidir,0.9873046875
系统还不太稳定，因为是测试版,right,right,反向因果(A←B),0.9873,0.0114,0.9873,0.001207,bidir,0.98828125
该公司被起诉了，由于消费者权益受损,right,right,反向因果(A←B),0.98,0.01964,0.98,0.0002491,bidir,0.98046875
他提前几天到了，因为他需要倒时差,right,right,反向因果(A←B),0.9883,0.01174,0.9883,0.0001091,bidir,0.98828125
每件产品都不完全一样，因为是手工制作,right,right,反向因果(A←B),0.9937,0.005993,0.9937,0.0001497,bidir,0.99365234375
导致了前线失利，由于后勤保障不力,right,right,反向因果(A←B),0.973,0.02652,0.973,0.0004444,bidir,0.9736328125
我这次也得帮他，因为他之前帮过我,right,right,反向因果(A←B),0.9824,0.01714,0.9824,0.0005264,bidir,0.98291015625
他感到既兴奋又紧张，因为是第一次出国,right,bidirectional,双向因果(A↔B),0.8164,0.06223,0.12134,0.8164,bidir,0.9375
搜索速度快了两倍，由于算法优化,right,left,正向因果(A→B),0.511,0.511,0.4849,0.003828,forward,0.48876953125
他不敢进那个储藏室，因为他害怕蜘蛛,right,right,反向因果(A←B),0.979,0.0195,0.979,0.00135,bidir,0.98046875
那栋房子被拆除了，因为是违章建筑,right,right,反向因果(A←B),0.9937,0.00626,0.9937,0.0001132,bidir,0.99365234375
网站在凌晨会中断服务，由于服务器迁移,right,left,正向因果(A→B),0.6694,0.6694,0.3286,0.001866,forward,0.33056640625
他春天总戴着口罩，因为他患有花粉症,right,right,反向因果(A←B),0.9775,0.02153,0.9775,0.0009217,bidir,0.978515625
酒店价格上涨了很多，因为是旺季,right,right,反向因果(A←B),0.6006,0.3896,0.6006,0.00959,bidir,0.6103515625
导致了严重的生产事故，由于人为失误,right,left,正向因果(A→B),0.742,0.742,0.2524,0.005447,forward,0.2578125
他无法出境，因为他没有护照,right,right,反向因果(A←B),0.9785,0.01967,0.9785,0.001852,bidir,0.98046875
吸引了很多人参加，因为是免费活动,right,right,反向因果(A←B),0.993,0.00647,0.993,0.0001317,bidir,0.9931640625
那座塔倾斜了，由于地基不稳,right,right,反向因果(A←B),0.9756,0.02184,0.9756,0.00257,bidir,0.97802734375
没人再相信他了，因为他一直在说谎,right,right,反向因果(A←B),0.9575,0.04218,0.9575,0.0004964,bidir,0.9580078125
他开车开得很慢，因为是新手,right,right,反向因果(A←B),0.964,0.03445,0.964,0.001481,bidir,0.96533203125
程序崩溃了，由于内存溢出,right,right,反向因果(A←B),0.7437,0.2527,0.7437,0.003702,bidir,0.74755859375
他需要控制饮食，因为他有糖尿病,right,right,反向因果(A←B),0.952,0.04367,0.952,0.00418,bidir,0.95654296875
老板亲自接待了他，因为是重要客户,right,right,反向因果(A←B),0.991,0.00854,0.991,0.0004725,bidir,0.99169921875
他爬了几层楼就气喘吁吁，由于缺乏锻炼,right,right,反向因果(A←B),0.932,0.05948,0.932,0.00816,bidir,0.9404296875
电脑坏了，因为他把咖啡洒在了电脑上,right,left,正向因果(A→B),0.8096,0.8096,0.1891,0.001517,forward,0.1905517578125
晚上很安静，因为是家属区,right,right,反向因果(A←B),0.9863,0.011024,0.9863,0.002659,bidir,0.98876953125
公司不得不提高售价，由于成本上升,right,right,反向因果(A←B),0.928,0.0696,0.928,0.00224,bidir,0.9306640625
他被淋成了落汤鸡，因为他没带伞,right,right,反向因果(A←B),0.9907,0.009026,0.9907,0.0003026,bidir,0.9912109375
他不能透露任何细节，因为是保密项目,right,right,反向因果(A←B),0.9907,0.008865,0.9907,0.0002916,bidir,0.9912109375
造成了重大的外交误会，由于翻译错误,right,left,正向因果(A→B),0.6245,0.6245,0.3743,0.001222,forward,0.37548828125
他报名了编程课，因为他想学一门新技能,right,left,正向因果(A→B),0.57,0.57,0.4277,0.002272,forward,0.429931640625
这件衣服卖断货了，因为是明星同款,right,right,反向因果(A←B),0.998,0.00211,0.998,1.21e-05,bidir,0.998046875
黑客轻易入侵了，由于系统存在漏洞,right,left,正向因果(A→B),0.893,0.893,0.1052,0.001475,forward,0.106689453125
他把事情搞砸了，因为他不懂装懂,right,right,反向因果(A←B),0.9937,0.00634,0.9937,4.55e-05,bidir,0.99365234375
隔音效果很差，因为是老房子,right,right,反向因果(A←B),0.986,0.01128,0.986,0.002638,bidir,0.98828125
显卡价格一路飙升，由于供不应求,right,right,反向因果(A←B),0.9805,0.01855,0.9805,0.0008874,bidir,0.9814453125
他只好打车回家，因为他错过了末班车,right,right,反向因果(A←B),0.9277,0.0715,0.9277,0.0006666,bidir,0.92822265625
博物馆里人很少，因为是工作日,right,right,反向因果(A←B),0.9824,0.01356,0.9824,0.003788,bidir,0.986328125
那个科研项目停止了，由于缺乏资金支持,right,right,反向因果(A←B),0.6416,0.3564,0.6416,0.002062,bidir,0.6435546875
他受到了处罚，因为他违反了规定,right,right,反向因果(A←B),0.994,0.006016,0.994,5.66e-05,bidir,0.994140625
他不得不去上，因为是必修课,right,right,反向因果(A←B),0.985,0.01522,0.985,0.0001543,bidir,0.98486328125
办事效率很低，由于流程繁琐,right,right,反向因果(A←B),0.6313,0.1608,0.6313,0.2079,bidir,0.83935546875
他没听到电话，因为他设置了静音,right,right,反向因果(A←B),0.9688,0.0308,0.9688,0.0004766,bidir,0.96923828125
快递要多花几天，因为是偏远地区,right,right,反向因果(A←B),0.9297,0.0676,0.9297,0.002884,bidir,0.9326171875
团队内部发生了争吵，由于意见不合,right,right,反向因果(A←B),0.927,0.0299,0.927,0.04343,bidir,0.97021484375
他偷偷准备了礼物，因为他想给女友一个惊喜,right,right,反向因果(A←B),0.847,0.1516,0.847,0.00121,bidir,0.84814453125
他不能吃药，因为是空腹,right,right,反向因果(A←B),0.987,0.01213,0.987,0.001077,bidir,0.98779296875
机器的寿命缩短了，由于维护不当,right,right,反向因果(A←B),0.9507,0.04218,0.9507,0.006996,bidir,0.95751953125
他声音听起来很沙哑，因为他刚睡醒,right,right,反向因果(A←B),0.7983,0.1998,0.7983,0.002048,bidir,0.80029296875
非会员不能入内，因为是会员制,right,right,反向因果(A←B),0.9873,0.01186,0.9873,0.000594,bidir,0.98779296875
他损失惨重，由于投资失败,right,right,反向因果(A←B),0.9297,0.06195,0.9297,0.00821,bidir,0.93798828125
他摔倒了，因为他跑得太快,right,right,反向因果(A←B),0.769,0.2288,0.769,0.002235,bidir,0.771484375
你不能掉头，因为是单行道,right,right,反向因果(A←B),0.9775,0.02116,0.9775,0.0012045,bidir,0.978515625
登山队决定停止前进，由于气压过低,right,left,正向因果(A→B),0.9243,0.9243,0.0742,0.001339,forward,0.0755615234375
他天天叫外卖，因为他不会做饭,right,right,反向因果(A←B),0.505,0.4927,0.505,0.002596,bidir,0.50732421875
他之所以被批评，不是因为他能力不行，而是因为他态度敷衍,bidirectional,bidirectional,双向因果(A↔B),0.97,0.00882,0.02074,0.97,bidir,0.99072265625
系统崩溃不只是因为代码缺陷，也因为并发量过高,bidirectional,right,反向因果(A←B),0.9673,0.02235,0.9673,0.01051,bidir,0.97802734375
他很高兴，一方面因为项目成功了，另一方面因为得到了奖金,bidirectional,bidirectional,双向因果(A↔B),1.0,1.71e-05,8.994e-05,1.0,bidir,1.0
虽然他因为生病缺席了，但项目还是按时完成了,bidirectional,bidirectional,双向因果(A↔B),0.998,0.001168,0.001007,0.998,bidir,0.9990234375
他之所以犹豫，不是因为不想去，而是因为时间冲突,bidirectional,bidirectional,双向因果(A↔B),0.9995,0.0001248,0.000429,0.9995,bidir,1.0
那个项目之所以失败，一方面因为市场调研不足，另一方面因为团队执行力差,bidirectional,bidirectional,双向因果(A↔B),1.0,8e-07,9e-06,1.0,bidir,1.0
他之所以能成功，不仅因为他聪明，更因为他非常勤奋,bidirectional,bidirectional,双向因果(A↔B),0.8857,0.05154,0.0627,0.8857,bidir,0.9482421875
她之所以选择这份工作，既因为薪水高，也因为离家近,bidirectional,bidirectional,双向因果(A↔B),0.9995,0.00011677,0.000523,0.9995,bidir,1.0
虽然他因为迟到被批评了，但他仍然认为自己没错,bidirectional,bidirectional,双向因果(A↔B),0.9985,0.0003061,0.001192,0.9985,bidir,0.99951171875
这个决定之所以困难，一方面是因为涉及利益广，另一方面是因为未来不确定性高,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
他之所以辞职，不是因为薪水低，而是因为缺乏成长空间,bidirectional,bidirectional,双向因果(A↔B),0.9995,6.014e-05,0.0002265,0.9995,bidir,0.99951171875
系统之所以慢，不只是因为网络延迟，还因为数据库查询效率低,bidirectional,right,反向因果(A←B),0.947,0.01724,0.947,0.03583,bidir,0.982421875
他之所以受欢迎，一方面因为他性格好，另一方面因为他业务能力强,bidirectional,bidirectional,双向因果(A↔B),0.903,0.04327,0.0537,0.903,bidir,0.95654296875
虽然他因为交通堵塞而迟到，但会议还是准时开始了,bidirectional,bidirectional,双向因果(A↔B),0.999,0.0003588,0.0005636,0.999,bidir,0.99951171875
他之所以被选中，不是因为他经验最丰富，而是因为他最有创意,bidirectional,bidirectional,双向因果(A↔B),0.9517,0.01425,0.03433,0.9517,bidir,0.98583984375
这个产品之所以畅销，一方面因为设计新颖，另一方面因为营销到位,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
他之所以焦虑，既因为工作压力大，也因为睡眠不足,bidirectional,bidirectional,双向因果(A↔B),0.999,0.00011355,0.0009775,0.999,bidir,1.0
虽然他因为受伤无法上场，但他一直在场边为队友加油,bidirectional,bidirectional,双向因果(A↔B),0.9995,3.93e-05,0.0002183,0.9995,bidir,0.99951171875
他之所以买这辆车，不是因为外观，而是因为它的安全性,bidirectional,bidirectional,双向因果(A↔B),0.9907,0.00247,0.007015,0.9907,bidir,0.99755859375
公司之所以能度过危机，一方面因为决策果断，另一方面因为员工团结,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
他之所以学习编程，一方面是出于兴趣，另一方面是为了找工作,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
虽然他因为第一个发言而紧张，但表现得还不错,bidirectional,bidirectional,双向因果(A↔B),0.9995,0.0001141,0.0002925,0.9995,bidir,1.0
他之所以不参加聚会，不是因为讨厌大家，而是因为他那天真的有事,bidirectional,bidirectional,双向因果(A↔B),0.715,0.1003,0.185,0.715,bidir,0.89990234375
这个计划之所以被否决，一方面因为预算超标，另一方面因为可行性存疑,bidirectional,bidirectional,双向因果(A↔B),0.972,0.01238,0.01556,0.972,bidir,0.98779296875
他之所以能保持冷静，不仅因为他经验丰富，更因为他心理素质过硬,bidirectional,bidirectional,双向因果(A↔B),0.888,0.04865,0.06323,0.888,bidir,0.951171875
虽然他因为口音问题被嘲笑过，但他毫不在意,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,1.1e-06,1.0,bidir,1.0
他之所以被解雇，不是因为能力问题，而是因为违反了公司规定,bidirectional,bidirectional,双向因果(A↔B),0.9995,7.874e-05,0.0004494,0.9995,bidir,1.0
这个App之所以用户流失严重，一方面因为Bugs多，另一方面因为竞品太强,bidirectional,bidirectional,双向因果(A↔B),1.0,6e-08,1.8e-06,1.0,bidir,1.0
他之所以愿意加班，既因为责任心强，也因为有加班费,bidirectional,bidirectional,双向因果(A↔B),0.999,0.0001312,0.00068,0.999,bidir,0.99951171875
虽然他因为这件事受到了表扬，但他觉得受之有愧,bidirectional,bidirectional,双向因果(A↔B),0.9146,0.0344,0.051,0.9146,bidir,0.96533203125
他之所以晋升快，不是因为他会拍马屁，而是因为他业绩突出,bidirectional,bidirectional,双向因果(A↔B),0.911,0.02608,0.0629,0.911,bidir,0.97412109375
这次合作之所以能谈成，一方面因为双方需求匹配，另一方面因为时机合适,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
他之所以不高兴，一方面因为被误解了，另一方面因为感觉很委屈,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,6e-08,1.0,bidir,1.0
虽然他因为年龄大被质疑，但他用实力证明了自己,bidirectional,bidirectional,双向因果(A↔B),1.0,2.44e-06,2.69e-05,1.0,bidir,1.0
他之所以换手机，不是因为旧的坏了，而是因为想体验新技术,bidirectional,bidirectional,双向因果(A↔B),0.9966,0.001158,0.002241,0.9966,bidir,0.9990234375
这个算法之所以高效，一方面因为逻辑简洁，另一方面因为优化到位,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,6e-08,1.0,bidir,1.0
他之所以健康，既因为饮食规律，也因为坚持锻炼,bidirectional,bidirectional,双向因果(A↔B),0.989,0.001216,0.00993,0.989,bidir,0.99853515625
虽然他因为粗心犯了错，但好在及时弥补了,bidirectional,bidirectional,双向因果(A↔B),0.9995,0.0001706,0.0004013,0.9995,bidir,1.0
他之所以拒绝这个提议，不是因为不感兴趣，而是因为没有时间,bidirectional,bidirectional,双向因果(A↔B),1.0,2.4e-07,4.6e-06,1.0,bidir,1.0
房价之所以上涨，一方面因为供不应求，另一方面因为货币超发,bidirectional,bidirectional,双向因果(A↔B),1.0,1.8e-06,1.854e-05,1.0,bidir,1.0
他之所以能赢得比赛，不仅因为技术好，更因为战术运用得当,bidirectional,bidirectional,双向因果(A↔B),1.0,3.12e-05,0.0001224,1.0,bidir,1.0
虽然他因为航班取消而滞留，但他心态很好,bidirectional,bidirectional,双向因果(A↔B),1.0,3e-07,6.56e-06,1.0,bidir,1.0
他之所以被罚款，不是因为超速，而是因为违章停车,bidirectional,bidirectional,双向因果(A↔B),0.7534,0.1022,0.1444,0.7534,bidir,0.89794921875
这个项目之所以能提前完成，一方面因为团队协作好，另一方面因为没有遇到阻碍,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
他之所以失眠，既因为喝了浓茶，也因为心里有事,bidirectional,bidirectional,双向因果(A↔B),0.991,0.003124,0.005592,0.991,bidir,0.99658203125
虽然他因为堵车心情烦躁，但见到客户时还是保持了微笑,bidirectional,bidirectional,双向因果(A↔B),1.0,1.305e-05,7.087e-05,1.0,bidir,1.0
他之所以被孤立，不是因为他性格内向，而是因为他太自私,bidirectional,bidirectional,双向因果(A↔B),0.938,0.0179,0.04398,0.938,bidir,0.98193359375
这部电影之所以口碑两极分化，一方面因为风格独特，另一方面因为叙事晦涩,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
他之所以同意，一方面是碍于情面，另一方面也是想尝试一下,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,9e-07,1.0,bidir,1.0
